ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UC,USO,JURISDICAO
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.10,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.11,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,RO,0.09,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.99,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.15,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.13,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.03,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.25,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.22,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.53,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.21,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.09,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.14,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.12,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.05,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
